DataHora;localizacao;Valor;CC;Dia semana;Hora
08/01/2014 13:34;Abila Zacharo;14;CC: 1415;quarta-feira, 8 ;13
08/01/2014 13:34;Katerina’s Café;89;CC: 1310;quarta-feira, 8 ;13
08/01/2014 13:38;Gelatogalore;50;CC: 1286;quarta-feira, 8 ;13
08/01/2014 13:39;Gelatogalore;120;CC: 3484;quarta-feira, 8 ;13
08/01/2014 13:40;Guy's Gyros;78;CC: 3853;quarta-feira, 8 ;13
08/01/2014 13:41;Katerina’s Café;26;CC: 2142;quarta-feira, 8 ;13
08/01/2014 13:42;Gelatogalore;35;CC: 7889;quarta-feira, 8 ;13
08/01/2014 13:42;Kalami Kafenion;22;CC: 8202;quarta-feira, 8 ;13
08/01/2014 13:42;Katerina’s Café;57;CC: 6895;quarta-feira, 8 ;13
08/01/2014 13:43;Hippokampos;40;CC: 9551;quarta-feira, 8 ;13
08/01/2014 13:44;Kalami Kafenion;32;CC: 7354;quarta-feira, 8 ;13
08/01/2014 13:45;Kalami Kafenion;24;CC: 3492;quarta-feira, 8 ;13
08/01/2014 13:46;Abila Zacharo;28;CC: 2681;quarta-feira, 8 ;13
08/01/2014 13:47;Katerina’s Café;27;CC: 1877;quarta-feira, 8 ;13
08/01/2014 13:47;Gelatogalore;22;CC: 2418;quarta-feira, 8 ;13
08/01/2014 13:47;Ouzeri Elian;105;CC: 5368;quarta-feira, 8 ;13
08/01/2014 13:48;Hippokampos;29;CC: 9635;quarta-feira, 8 ;13
08/01/2014 13:48;Gelatogalore;117;CC: 7819;quarta-feira, 8 ;13
08/01/2014 13:51;Guy's Gyros;16;CC: 1874;quarta-feira, 8 ;13
08/01/2014 13:51;Abila Zacharo;31;CC: 6901;quarta-feira, 8 ;13
08/01/2014 13:52;Kalami Kafenion;15;CC: 6816;quarta-feira, 8 ;13
08/01/2014 13:53;Abila Zacharo;16;CC: 9617;quarta-feira, 8 ;13
08/01/2014 13:57;Guy's Gyros;10;CC: 4434;quarta-feira, 8 ;13
08/01/2014 14:06;Katerina’s Café;23;CC: 7108;quarta-feira, 8 ;14
08/01/2014 14:09;Kronos Pipe and Irrigation;3616;CC: 4530;quarta-feira, 8 ;14
08/01/2014 14:15;Kalami Kafenion;35;CC: 7117;quarta-feira, 8 ;14
08/01/2014 14:17;Gelatogalore;40;CC: 4948;quarta-feira, 8 ;14
08/01/2014 14:19;Kalami Kafenion;31;CC: 8129;quarta-feira, 8 ;14
08/01/2014 14:26;Carlyle Chemical Inc.;4902;CC: 7792;quarta-feira, 8 ;14
08/01/2014 15:18;Maximum Iron and Steel;3136;CC: 4530;quarta-feira, 8 ;15
08/01/2014 15:29;Abila Airport;2769;CC: 8642;quarta-feira, 8 ;15
08/01/2014 19:21;Hippokampos;11;CC: 1415;quarta-feira, 8 ;19
08/01/2014 19:28;Hippokampos;17;CC: 2540;quarta-feira, 8 ;19
08/01/2014 19:32;Katerina’s Café;34;CC: 5407;quarta-feira, 8 ;19
08/01/2014 19:36;Guy's Gyros;16;CC: 7354;quarta-feira, 8 ;19
08/01/2014 19:48;Guy's Gyros;30;CC: 4434;quarta-feira, 8 ;19
08/01/2014 20:00;Katerina’s Café;14;CC: 8411;quarta-feira, 8 ;20
08/01/2014 20:02;Hippokampos;33;CC: 6895;quarta-feira, 8 ;20
08/01/2014 20:07;Guy's Gyros;29;CC: 7384;quarta-feira, 8 ;20
08/01/2014 20:07;Frydos Autosupply n' More;214;CC: 2418;quarta-feira, 8 ;20
08/01/2014 20:08;Guy's Gyros;33;CC: 5368;quarta-feira, 8 ;20
08/01/2014 20:08;Katerina’s Café;32;CC: 1310;quarta-feira, 8 ;20
08/01/2014 20:12;Ouzeri Elian;62;CC: 1286;quarta-feira, 8 ;20
08/01/2014 20:15;Guy's Gyros;99;CC: 3484;quarta-feira, 8 ;20
08/01/2014 20:17;Frydos Autosupply n' More;183;CC: 3853;quarta-feira, 8 ;20
08/01/2014 20:17;Guy's Gyros;18;CC: 9683;quarta-feira, 8 ;20
08/01/2014 20:27;Katerina’s Café;33;CC: 2142;quarta-feira, 8 ;20
08/01/2014 20:28;Hippokampos;97;CC: 7117;quarta-feira, 8 ;20
08/01/2014 20:28;Frydos Autosupply n' More;269;CC: 6691;quarta-feira, 8 ;20
08/01/2014 20:31;Katerina’s Café;37;CC: 7889;quarta-feira, 8 ;20
08/01/2014 20:35;Katerina’s Café;17;CC: 8202;quarta-feira, 8 ;20
08/01/2014 20:42;Katerina’s Café;93;CC: 5921;quarta-feira, 8 ;20
08/01/2014 20:45;Albert's Fine Clothing;136;CC: 9635;quarta-feira, 8 ;20
08/01/2014 20:49;Hippokampos;16;CC: 8332;quarta-feira, 8 ;20
08/01/2014 20:53;Hippokampos;26;CC: 7688;quarta-feira, 8 ;20
08/01/2014 20:57;Guy's Gyros;10;CC: 6901;quarta-feira, 8 ;20
08/01/2014 20:58;Guy's Gyros;23;CC: 7819;quarta-feira, 8 ;20
08/01/2014 21:00;General Grocer;266;CC: 7108;quarta-feira, 8 ;21
08/01/2014 21:02;Katerina’s Café;29;CC: 4948;quarta-feira, 8 ;21
08/01/2014 21:09;Katerina’s Café;28;CC: 1874;quarta-feira, 8 ;21
08/01/2014 21:16;Ouzeri Elian;31;CC: 9551;quarta-feira, 8 ;21
08/01/2014 21:17;Ouzeri Elian;30;CC: 6899;quarta-feira, 8 ;21
08/01/2014 21:32;Hippokampos;79;CC: 2463;quarta-feira, 8 ;21
09/01/2014 07:35;Coffee Cameleon;12;CC: 7253;quinta-feira, 9 ;7
09/01/2014 07:36;Brew've Been Served;71;CC: 9683;quinta-feira, 9 ;7
09/01/2014 07:37;Hallowed Grounds;18;CC: 1310;quinta-feira, 9 ;7
09/01/2014 07:37;Coffee Cameleon;20;CC: 5921;quinta-feira, 9 ;7
09/01/2014 07:42;Hallowed Grounds;57;CC: 7108;quinta-feira, 9 ;7
09/01/2014 07:43;Brew've Been Served;5;CC: 5368;quinta-feira, 9 ;7
09/01/2014 07:46;Hallowed Grounds;75;CC: 8129;quinta-feira, 9 ;7
09/01/2014 07:46;Brew've Been Served;4;CC: 4948;quinta-feira, 9 ;7
09/01/2014 07:48;Brew've Been Served;5;CC: 7384;quinta-feira, 9 ;7
09/01/2014 07:48;Brew've Been Served;35;CC: 7354;quinta-feira, 9 ;7
09/01/2014 07:48;Brew've Been Served;5;CC: 4795;quinta-feira, 9 ;7
09/01/2014 07:50;Hallowed Grounds;34;CC: 9551;quinta-feira, 9 ;7
09/01/2014 07:51;Hallowed Grounds;19;CC: 7889;quinta-feira, 9 ;7
09/01/2014 07:56;Brew've Been Served;98;CC: 8202;quinta-feira, 9 ;7
09/01/2014 07:57;Hallowed Grounds;18;CC: 9617;quinta-feira, 9 ;7
09/01/2014 07:57;Brew've Been Served;5;CC: 8411;quinta-feira, 9 ;7
09/01/2014 07:57;Hallowed Grounds;50;CC: 9405;quinta-feira, 9 ;7
09/01/2014 07:58;Brew've Been Served;19;CC: 6901;quinta-feira, 9 ;7
09/01/2014 08:00;Brew've Been Served;7;CC: 7819;quinta-feira, 9 ;8
09/01/2014 08:00;Brew've Been Served;6;CC: 4434;quinta-feira, 9 ;8
09/01/2014 08:01;Brew've Been Served;92;CC: 3484;quinta-feira, 9 ;8
09/01/2014 08:03;Coffee Cameleon;16;CC: 2142;quinta-feira, 9 ;8
09/01/2014 08:07;Hallowed Grounds;66;CC: 3492;quinta-feira, 9 ;8
09/01/2014 08:14;Brew've Been Served;18;CC: 1286;quinta-feira, 9 ;8
09/01/2014 08:15;Brew've Been Served;6;CC: 5407;quinta-feira, 9 ;8
09/01/2014 08:15;Hallowed Grounds;15;CC: 2681;quinta-feira, 9 ;8
09/01/2014 09:26;Abila Airport;2358;CC: 3506;quinta-feira, 9 ;9
09/01/2014 09:54;Carlyle Chemical Inc.;529;CC: 7792;quinta-feira, 9 ;9
09/01/2014 10:16;Nationwide Refinery;674;CC: 9735;quinta-feira, 9 ;10
09/01/2014 10:38;Stewart and Sons Fabrication;1016;CC: 3506;quinta-feira, 9 ;10
09/01/2014 11:21;Carlyle Chemical Inc.;733;CC: 4530;quinta-feira, 9 ;11
09/01/2014 11:34;Nationwide Refinery;289;CC: 7792;quinta-feira, 9 ;11
09/01/2014 11:37;Stewart and Sons Fabrication;3544;CC: 9735;quinta-feira, 9 ;11
09/01/2014 12:00;Coffee Shack;5;CC: 7117;quinta-feira, 9 ;12
09/01/2014 12:00;Bean There Done That;13;CC: 1415;quinta-feira, 9 ;12
09/01/2014 12:00;Brewed Awakenings;12;CC: 7688;quinta-feira, 9 ;12
09/01/2014 12:00;Jack's Magical Beans;10;CC: 6899;quinta-feira, 9 ;12
09/01/2014 12:00;Jack's Magical Beans;6;CC: 3853;quinta-feira, 9 ;12
09/01/2014 12:00;Brewed Awakenings;13;CC: 2540;quinta-feira, 9 ;12
09/01/2014 12:00;Bean There Done That;4;CC: 1877;quinta-feira, 9 ;12
09/01/2014 12:00;Brewed Awakenings;18;CC: 8332;quinta-feira, 9 ;12
09/01/2014 12:00;Bean There Done That;16;CC: 1321;quinta-feira, 9 ;12
09/01/2014 12:00;Jack's Magical Beans;12;CC: 9241;quinta-feira, 9 ;12
09/01/2014 12:00;Jack's Magical Beans;16;CC: 8156;quinta-feira, 9 ;12
09/01/2014 12:00;Jack's Magical Beans;37;CC: 2463;quinta-feira, 9 ;12
09/01/2014 12:13;Abila Airport;203;CC: 8642;quinta-feira, 9 ;12
09/01/2014 12:49;Nationwide Refinery;1440;CC: 3506;quinta-feira, 9 ;12
09/01/2014 12:59;Ouzeri Elian;31;CC: 8332;quinta-feira, 9 ;12
09/01/2014 13:03;Katerina’s Café;17;CC: 7253;quinta-feira, 9 ;13
09/01/2014 13:12;Gelatogalore;19;CC: 5407;quinta-feira, 9 ;13
09/01/2014 13:18;Abila Airport;4793;CC: 2276;quinta-feira, 9 ;13
09/01/2014 13:21;Ouzeri Elian;26;CC: 7688;quinta-feira, 9 ;13
09/01/2014 13:21;Gelatogalore;23;CC: 4795;quinta-feira, 9 ;13
09/01/2014 13:21;Guy's Gyros;105;CC: 7354;quinta-feira, 9 ;13
09/01/2014 13:23;Gelatogalore;9;CC: 6899;quinta-feira, 9 ;13
09/01/2014 13:23;Gelatogalore;57;CC: 2540;quinta-feira, 9 ;13
09/01/2014 13:23;Ouzeri Elian;22;CC: 6816;quinta-feira, 9 ;13
09/01/2014 13:23;Katerina’s Café;17;CC: 7792;quinta-feira, 9 ;13
09/01/2014 13:24;Abila Zacharo;8;CC: 3484;quinta-feira, 9 ;13
09/01/2014 13:27;Kalami Kafenion;111;CC: 6895;quinta-feira, 9 ;13
09/01/2014 13:27;Katerina’s Café;26;CC: 8156;quinta-feira, 9 ;13
09/01/2014 13:28;Guy's Gyros;14;CC: 7889;quinta-feira, 9 ;13
09/01/2014 13:29;Hippokampos;27;CC: 2418;quinta-feira, 9 ;13
09/01/2014 13:32;Abila Zacharo;9;CC: 2463;quinta-feira, 9 ;13
09/01/2014 13:35;Katerina’s Café;10;CC: 3853;quinta-feira, 9 ;13
09/01/2014 13:35;Gelatogalore;23;CC: 8411;quinta-feira, 9 ;13
09/01/2014 13:36;Hippokampos;28;CC: 9683;quinta-feira, 9 ;13
09/01/2014 13:37;Hippokampos;9;CC: 1321;quinta-feira, 9 ;13
09/01/2014 13:38;Kalami Kafenion;18;CC: 7384;quinta-feira, 9 ;13
09/01/2014 13:40;Abila Zacharo;21;CC: 1874;quinta-feira, 9 ;13
09/01/2014 13:40;Gelatogalore;12;CC: 9405;quinta-feira, 9 ;13
09/01/2014 13:41;Abila Zacharo;89;CC: 9551;quinta-feira, 9 ;13
09/01/2014 13:41;Hippokampos;8;CC: 9635;quinta-feira, 9 ;13
09/01/2014 13:41;Hippokampos;39;CC: 5368;quinta-feira, 9 ;13
09/01/2014 13:43;Guy's Gyros;75;CC: 1415;quinta-feira, 9 ;13
09/01/2014 13:44;Guy's Gyros;15;CC: 9617;quinta-feira, 9 ;13
09/01/2014 13:45;Gelatogalore;25;CC: 2681;quinta-feira, 9 ;13
09/01/2014 13:47;Abila Zacharo;48;CC: 1286;quinta-feira, 9 ;13
09/01/2014 13:51;Hippokampos;14;CC: 1310;quinta-feira, 9 ;13
09/01/2014 13:53;Hippokampos;17;CC: 2142;quinta-feira, 9 ;13
09/01/2014 13:56;Kalami Kafenion;20;CC: 4948;quinta-feira, 9 ;13
09/01/2014 13:56;Hippokampos;66;CC: 4434;quinta-feira, 9 ;13
09/01/2014 13:56;Guy's Gyros;9;CC: 6901;quinta-feira, 9 ;13
09/01/2014 14:03;Kalami Kafenion;36;CC: 6691;quinta-feira, 9 ;14
09/01/2014 14:04;Kalami Kafenion;11;CC: 8129;quinta-feira, 9 ;14
09/01/2014 14:04;Ouzeri Elian;33;CC: 7108;quinta-feira, 9 ;14
09/01/2014 14:06;Katerina’s Café;8;CC: 1877;quinta-feira, 9 ;14
09/01/2014 14:09;Guy's Gyros;28;CC: 8202;quinta-feira, 9 ;14
09/01/2014 14:12;Abila Scrapyard;1158;CC: 2276;quinta-feira, 9 ;14
09/01/2014 14:13;Guy's Gyros;17;CC: 5921;quinta-feira, 9 ;14
09/01/2014 14:15;Abila Zacharo;14;CC: 7819;quinta-feira, 9 ;14
09/01/2014 14:18;Gelatogalore;37;CC: 7117;quinta-feira, 9 ;14
09/01/2014 14:26;Carlyle Chemical Inc.;382;CC: 7792;quinta-feira, 9 ;14
09/01/2014 14:28;Kronos Pipe and Irrigation;423;CC: 4530;quinta-feira, 9 ;14
09/01/2014 15:00;Stewart and Sons Fabrication;919;CC: 2276;quinta-feira, 9 ;15
09/01/2014 15:16;Maximum Iron and Steel;1527;CC: 4530;quinta-feira, 9 ;15
09/01/2014 15:50;Abila Airport;4539;CC: 8642;quinta-feira, 9 ;15
09/01/2014 16:22;Carlyle Chemical Inc.;2176;CC: 7792;quinta-feira, 9 ;16
09/01/2014 16:27;Nationwide Refinery;1323;CC: 2276;quinta-feira, 9 ;16
09/01/2014 19:25;Katerina’s Café;36;CC: 8129;quinta-feira, 9 ;19
09/01/2014 19:30;Katerina’s Café;27;CC: 5921;quinta-feira, 9 ;19
09/01/2014 19:32;Frydos Autosupply n' More;138;CC: 3484;quinta-feira, 9 ;19
09/01/2014 19:41;Guy's Gyros;32;CC: 7354;quinta-feira, 9 ;19
09/01/2014 19:42;Ouzeri Elian;27;CC: 6899;quinta-feira, 9 ;19
09/01/2014 19:43;Ouzeri Elian;31;CC: 9241;quinta-feira, 9 ;19
09/01/2014 19:52;Guy's Gyros;30;CC: 6816;quinta-feira, 9 ;19
09/01/2014 20:05;Hippokampos;15;CC: 2540;quinta-feira, 9 ;20
09/01/2014 20:06;Katerina’s Café;27;CC: 4948;quinta-feira, 9 ;20
09/01/2014 20:08;Katerina’s Café;19;CC: 3492;quinta-feira, 9 ;20
09/01/2014 20:09;Katerina’s Café;91;CC: 6691;quinta-feira, 9 ;20
09/01/2014 20:15;Hippokampos;71;CC: 1877;quinta-feira, 9 ;20
09/01/2014 20:19;General Grocer;285;CC: 4795;quinta-feira, 9 ;20
09/01/2014 20:20;Katerina’s Café;91;CC: 9405;quinta-feira, 9 ;20
09/01/2014 20:20;Frydos Autosupply n' More;31;CC: 6901;quinta-feira, 9 ;20
09/01/2014 20:21;Albert's Fine Clothing;225;CC: 7117;quinta-feira, 9 ;20
09/01/2014 20:21;Frydos Autosupply n' More;121;CC: 1321;quinta-feira, 9 ;20
09/01/2014 20:22;Katerina’s Café;30;CC: 8202;quinta-feira, 9 ;20
09/01/2014 20:23;Guy's Gyros;8;CC: 7889;quinta-feira, 9 ;20
09/01/2014 20:24;Guy's Gyros;18;CC: 1286;quinta-feira, 9 ;20
09/01/2014 20:27;Katerina’s Café;54;CC: 5407;quinta-feira, 9 ;20
09/01/2014 20:29;Guy's Gyros;23;CC: 7253;quinta-feira, 9 ;20
09/01/2014 20:38;Katerina’s Café;31;CC: 2418;quinta-feira, 9 ;20
09/01/2014 20:38;Guy's Gyros;8;CC: 5368;quinta-feira, 9 ;20
09/01/2014 20:39;Guy's Gyros;35;CC: 7384;quinta-feira, 9 ;20
09/01/2014 20:41;Hippokampos;9;CC: 2463;quinta-feira, 9 ;20
09/01/2014 20:45;Frydos Autosupply n' More;277;CC: 3853;quinta-feira, 9 ;20
09/01/2014 21:01;Hippokampos;25;CC: 6895;quinta-feira, 9 ;21
09/01/2014 21:09;Guy's Gyros;31;CC: 4434;quinta-feira, 9 ;21
09/01/2014 21:12;Hippokampos;24;CC: 8156;quinta-feira, 9 ;21
09/01/2014 21:13;Shoppers' Delight;258;CC: 2681;quinta-feira, 9 ;21
09/01/2014 21:18;Katerina’s Café;9;CC: 1310;quinta-feira, 9 ;21
09/01/2014 21:27;Albert's Fine Clothing;230;CC: 8332;quinta-feira, 9 ;21
09/01/2014 21:38;Hippokampos;10;CC: 9635;quinta-feira, 9 ;21
10/01/2014 07:34;Hallowed Grounds;17;CC: 8129;sexta-feira, 10 ;7
10/01/2014 07:35;Brew've Been Served;16;CC: 6816;sexta-feira, 10 ;7
10/01/2014 07:40;Coffee Cameleon;9;CC: 7253;sexta-feira, 10 ;7
10/01/2014 07:41;Hallowed Grounds;12;CC: 1874;sexta-feira, 10 ;7
10/01/2014 07:41;Hallowed Grounds;8;CC: 9617;sexta-feira, 10 ;7
10/01/2014 07:41;Hallowed Grounds;11;CC: 1310;sexta-feira, 10 ;7
10/01/2014 07:45;Brew've Been Served;5;CC: 3484;sexta-feira, 10 ;7
10/01/2014 07:45;Hallowed Grounds;11;CC: 3492;sexta-feira, 10 ;7
10/01/2014 07:46;Hallowed Grounds;18;CC: 2681;sexta-feira, 10 ;7
10/01/2014 07:47;Brew've Been Served;45;CC: 4948;sexta-feira, 10 ;7
10/01/2014 07:47;Coffee Cameleon;12;CC: 5921;sexta-feira, 10 ;7
10/01/2014 07:48;Brew've Been Served;13;CC: 9405;sexta-feira, 10 ;7
10/01/2014 07:49;Hallowed Grounds;10;CC: 7889;sexta-feira, 10 ;7
10/01/2014 07:49;Brew've Been Served;90;CC: 9683;sexta-feira, 10 ;7
10/01/2014 07:50;Hallowed Grounds;11;CC: 7108;sexta-feira, 10 ;7
10/01/2014 07:51;Brew've Been Served;13;CC: 5407;sexta-feira, 10 ;7
10/01/2014 07:54;Brew've Been Served;83;CC: 7384;sexta-feira, 10 ;7
10/01/2014 07:54;Coffee Cameleon;10;CC: 2418;sexta-feira, 10 ;7
10/01/2014 07:55;Brew've Been Served;86;CC: 5368;sexta-feira, 10 ;7
10/01/2014 07:56;Brew've Been Served;97;CC: 4795;sexta-feira, 10 ;7
10/01/2014 07:56;Brew've Been Served;91;CC: 7354;sexta-feira, 10 ;7
10/01/2014 07:59;Abila Airport;4039;CC: 9614;sexta-feira, 10 ;7
10/01/2014 08:01;Brew've Been Served;6;CC: 1286;sexta-feira, 10 ;8
10/01/2014 08:01;Brew've Been Served;5;CC: 6901;sexta-feira, 10 ;8
10/01/2014 08:06;Hallowed Grounds;9;CC: 6691;sexta-feira, 10 ;8
10/01/2014 08:09;Brew've Been Served;14;CC: 3853;sexta-feira, 10 ;8
10/01/2014 08:09;Brew've Been Served;3;CC: 7819;sexta-feira, 10 ;8
10/01/2014 08:11;Coffee Cameleon;13;CC: 2142;sexta-feira, 10 ;8
10/01/2014 08:17;Brew've Been Served;8;CC: 8202;sexta-feira, 10 ;8
10/01/2014 08:17;Brew've Been Served;13;CC: 4434;sexta-feira, 10 ;8
10/01/2014 08:20;Brew've Been Served;14;CC: 8411;sexta-feira, 10 ;8
10/01/2014 09:09;Carlyle Chemical Inc.;228;CC: 9614;sexta-feira, 10 ;9
10/01/2014 09:30;Kronos Mart;204;CC: 7688;sexta-feira, 10 ;9
10/01/2014 10:00;Nationwide Refinery;1553;CC: 9735;sexta-feira, 10 ;10
10/01/2014 10:40;Nationwide Refinery;2303;CC: 9614;sexta-feira, 10 ;10
10/01/2014 11:49;Stewart and Sons Fabrication;4074;CC: 9735;sexta-feira, 10 ;11
10/01/2014 12:00;Bean There Done That;15;CC: 1415;sexta-feira, 10 ;12
10/01/2014 12:00;Bean There Done That;4;CC: 9635;sexta-feira, 10 ;12
10/01/2014 12:00;Brewed Awakenings;14;CC: 7688;sexta-feira, 10 ;12
10/01/2014 12:00;Jack's Magical Beans;16;CC: 6899;sexta-feira, 10 ;12
10/01/2014 12:00;Brewed Awakenings;6;CC: 2540;sexta-feira, 10 ;12
10/01/2014 12:00;Bean There Done That;13;CC: 1877;sexta-feira, 10 ;12
10/01/2014 12:00;Brewed Awakenings;14;CC: 8332;sexta-feira, 10 ;12
10/01/2014 12:00;Bean There Done That;19;CC: 1321;sexta-feira, 10 ;12
10/01/2014 12:00;Bean There Done That;9;CC: 6895;sexta-feira, 10 ;12
10/01/2014 12:00;Jack's Magical Beans;16;CC: 9241;sexta-feira, 10 ;12
10/01/2014 12:00;Jack's Magical Beans;5;CC: 8156;sexta-feira, 10 ;12
10/01/2014 12:00;Jack's Magical Beans;8;CC: 2463;sexta-feira, 10 ;12
10/01/2014 12:10;Stewart and Sons Fabrication;4195;CC: 9614;sexta-feira, 10 ;12
10/01/2014 13:08;Chostus Hotel;133;CC: 9683;sexta-feira, 10 ;13
10/01/2014 13:11;Chostus Hotel;197;CC: 2540;sexta-feira, 10 ;13
10/01/2014 13:12;Guy's Gyros;36;CC: 8156;sexta-feira, 10 ;13
10/01/2014 13:16;Ouzeri Elian;31;CC: 9551;sexta-feira, 10 ;13
10/01/2014 13:20;Hippokampos;79;CC: 4795;sexta-feira, 10 ;13
10/01/2014 13:25;Guy's Gyros;27;CC: 6816;sexta-feira, 10 ;13
10/01/2014 13:27;Guy's Gyros;16;CC: 7253;sexta-feira, 10 ;13
10/01/2014 13:29;Abila Zacharo;113;CC: 6899;sexta-feira, 10 ;13
10/01/2014 13:30;Katerina’s Café;35;CC: 7688;sexta-feira, 10 ;13
10/01/2014 13:30;Kalami Kafenion;36;CC: 3484;sexta-feira, 10 ;13
10/01/2014 13:35;Gelatogalore;26;CC: 1415;sexta-feira, 10 ;13
10/01/2014 13:35;Ouzeri Elian;35;CC: 3853;sexta-feira, 10 ;13
10/01/2014 13:35;Kalami Kafenion;102;CC: 9241;sexta-feira, 10 ;13
10/01/2014 13:36;Abila Zacharo;37;CC: 1310;sexta-feira, 10 ;13
10/01/2014 13:36;Katerina’s Café;25;CC: 7354;sexta-feira, 10 ;13
10/01/2014 13:38;Guy's Gyros;27;CC: 7384;sexta-feira, 10 ;13
10/01/2014 13:38;Katerina’s Café;21;CC: 2418;sexta-feira, 10 ;13
10/01/2014 13:40;Hippokampos;32;CC: 2463;sexta-feira, 10 ;13
10/01/2014 13:44;Guy's Gyros;38;CC: 8411;sexta-feira, 10 ;13
10/01/2014 13:44;Ouzeri Elian;20;CC: 9405;sexta-feira, 10 ;13
10/01/2014 13:45;Kalami Kafenion;27;CC: 5407;sexta-feira, 10 ;13
10/01/2014 13:46;Abila Zacharo;31;CC: 2681;sexta-feira, 10 ;13
10/01/2014 13:47;Guy's Gyros;32;CC: 9635;sexta-feira, 10 ;13
10/01/2014 13:47;Katerina’s Café;26;CC: 6895;sexta-feira, 10 ;13
10/01/2014 13:47;Katerina’s Café;24;CC: 2142;sexta-feira, 10 ;13
10/01/2014 13:50;Ouzeri Elian;15;CC: 1877;sexta-feira, 10 ;13
10/01/2014 13:52;Guy's Gyros;31;CC: 1321;sexta-feira, 10 ;13
10/01/2014 13:53;Kalami Kafenion;24;CC: 4434;sexta-feira, 10 ;13
10/01/2014 13:57;Guy's Gyros;16;CC: 8129;sexta-feira, 10 ;13
10/01/2014 13:57;Ouzeri Elian;25;CC: 5368;sexta-feira, 10 ;13
10/01/2014 13:58;Hippokampos;40;CC: 6901;sexta-feira, 10 ;13
10/01/2014 13:59;Abila Zacharo;8;CC: 1874;sexta-feira, 10 ;13
10/01/2014 14:01;Abila Zacharo;16;CC: 3492;sexta-feira, 10 ;14
10/01/2014 14:03;Abila Zacharo;36;CC: 7819;sexta-feira, 10 ;14
10/01/2014 14:07;Hippokampos;12;CC: 7117;sexta-feira, 10 ;14
10/01/2014 14:07;Ouzeri Elian;31;CC: 9617;sexta-feira, 10 ;14
10/01/2014 14:08;Katerina’s Café;78;CC: 7108;sexta-feira, 10 ;14
10/01/2014 14:09;Abila Zacharo;9;CC: 6691;sexta-feira, 10 ;14
10/01/2014 14:11;Gelatogalore;32;CC: 8202;sexta-feira, 10 ;14
10/01/2014 14:20;Hippokampos;10;CC: 4948;sexta-feira, 10 ;14
10/01/2014 14:41;Octavio's Office Supplies;140;CC: 4795;sexta-feira, 10 ;14
10/01/2014 16:07;Octavio's Office Supplies;65;CC: 7253;sexta-feira, 10 ;16
10/01/2014 18:52;Ouzeri Elian;20;CC: 6899;sexta-feira, 10 ;18
10/01/2014 18:57;Frydos Autosupply n' More;98;CC: 7889;sexta-feira, 10 ;18
10/01/2014 19:45;Guy's Gyros;24;CC: 6816;sexta-feira, 10 ;19
10/01/2014 19:46;Hippokampos;48;CC: 1415;sexta-feira, 10 ;19
10/01/2014 19:50;Katerina’s Café;20;CC: 8129;sexta-feira, 10 ;19
10/01/2014 19:54;Guy's Gyros;28;CC: 4795;sexta-feira, 10 ;19
10/01/2014 19:56;Hippokampos;20;CC: 7117;sexta-feira, 10 ;19
10/01/2014 19:56;Katerina’s Café;22;CC: 5921;sexta-feira, 10 ;19
10/01/2014 20:02;Frydos Autosupply n' More;44;CC: 8202;sexta-feira, 10 ;20
10/01/2014 20:08;Katerina’s Café;16;CC: 9405;sexta-feira, 10 ;20
10/01/2014 20:09;Hippokampos;70;CC: 7688;sexta-feira, 10 ;20
10/01/2014 20:09;Katerina’s Café;8;CC: 8411;sexta-feira, 10 ;20
10/01/2014 20:09;Guy's Gyros;30;CC: 6901;sexta-feira, 10 ;20
10/01/2014 20:11;Albert's Fine Clothing;126;CC: 6895;sexta-feira, 10 ;20
10/01/2014 20:15;Frydos Autosupply n' More;237;CC: 7384;sexta-feira, 10 ;20
10/01/2014 20:17;Shoppers' Delight;280;CC: 7819;sexta-feira, 10 ;20
10/01/2014 20:20;Guy's Gyros;36;CC: 7108;sexta-feira, 10 ;20
10/01/2014 20:23;Guy's Gyros;37;CC: 3853;sexta-feira, 10 ;20
10/01/2014 20:42;Katerina’s Café;21;CC: 5407;sexta-feira, 10 ;20
10/01/2014 20:50;Hippokampos;17;CC: 8332;sexta-feira, 10 ;20
10/01/2014 21:11;Roberts and Sons;241;CC: 7354;sexta-feira, 10 ;21
10/01/2014 21:13;Guy's Gyros;26;CC: 5368;sexta-feira, 10 ;21
10/01/2014 21:17;Hippokampos;27;CC: 8156;sexta-feira, 10 ;21
10/01/2014 21:28;General Grocer;227;CC: 4434;sexta-feira, 10 ;21
10/01/2014 22:21;Hippokampos;80;CC: 2463;sexta-feira, 10 ;22
11/01/2014 13:19;Katerina’s Café;45;CC: 8156;sábado, 11 ;13
11/01/2014 13:23;Katerina’s Café;45;CC: 2418;sábado, 11 ;13
11/01/2014 13:32;Katerina’s Café;29;CC: 6895;sábado, 11 ;13
11/01/2014 13:32;Abila Zacharo;55;CC: 1310;sábado, 11 ;13
11/01/2014 13:33;Abila Zacharo;90;CC: 2540;sábado, 11 ;13
11/01/2014 13:35;Gelatogalore;17;CC: 9617;sábado, 11 ;13
11/01/2014 13:36;Hippokampos;103;CC: 4434;sábado, 11 ;13
11/01/2014 13:37;Hippokampos;76;CC: 9551;sábado, 11 ;13
11/01/2014 13:37;Hippokampos;82;CC: 6691;sábado, 11 ;13
11/01/2014 13:40;Ouzeri Elian;19;CC: 8129;sábado, 11 ;13
